"Percentile","Type","N","value","sd","Lq","Hq","Recovery Factor"
25,"Indiana Bat, CV = 0.2",2000,0.604625768987642,0.0438845325994211,0.528709005640935,0.672055958327528,"1"
25,"Indiana Bat, CV = 0.8 ",2000,0.815747920668908,0.0377235091917201,0.748250474884551,0.868258750246476,"1"
30,"Cetacean, CV = 0.2",2000,0.535686384528149,0.0161561938852307,0.509329015850721,0.561784072543431,"1"
30,"Cetacean, CV = 0.8 ",2000,0.637679146264867,0.0304454370589075,0.585295749367679,0.684575576158534,"1"
30,"Indiana Bat, CV = 0.2",2000,0.567023526115556,0.0508878581774371,0.47852631651949,0.643837181213867,"1"
30,"Indiana Bat, CV = 0.8 ",2000,0.773999056411575,0.0517403546855456,0.684444405198885,0.841803505437019,"1"
35,"Cetacean, CV = 0.2",2000,0.524179969922639,0.0163773881206044,0.496580891755347,0.550987584506291,"1"
35,"Cetacean, CV = 0.8 ",2000,0.60303576612687,0.0338212313765133,0.548383534484919,0.656545572265166,"1"
35,"Indiana Bat, CV = 0.2",2000,0.527952383198569,0.0538549391997556,0.434837164738925,0.611467174944239,"1"
35,"Indiana Bat, CV = 0.8 ",2000,0.713099293142031,0.0732224523352719,0.577168222832657,0.808890740150679,"1"
40,"Cetacean, CV = 0.2",2000,0.511582805847743,0.0167069957409341,0.483973000299362,0.538583324978481,"1"
40,"Cetacean, CV = 0.8 ",2000,0.56575621127285,0.0374201686422233,0.499483620326088,0.622480243837779,"1"
40,"Indiana Bat, CV = 0.2",2000,0.48787100006382,0.0582543752130091,0.389197966362361,0.579636490579466,"1"
40,"Indiana Bat, CV = 0.8 ",2000,0.630248401158435,0.10300432596055,0.432699797966424,0.761286483211461,"1"
45,"Cetacean, CV = 0.2",2000,0.500197484000733,0.0166708887652813,0.47252753780465,0.527391861873229,"1"
45,"Cetacean, CV = 0.8 ",2000,0.525627410359428,0.0398528068601269,0.456857852125125,0.586757132096343,"1"
45,"Indiana Bat, CV = 0.2",2000,0.450499520659397,0.0601478084312644,0.350051785577097,0.546343421427179,"1"
45,"Indiana Bat, CV = 0.8 ",2000,0.523301546176954,0.125536207655009,0.289905953265827,0.702472800991001,"1"
50,"Cetacean, CV = 0.2",2000,0.489167739865493,0.0173284589985283,0.460819244608407,0.518149972544199,"1"
50,"Cetacean, CV = 0.8 ",2000,0.486254579387195,0.0413548012922625,0.414857975294497,0.549742642572069,"1"
50,"Indiana Bat, CV = 0.2",2000,0.412665578764345,0.0621943046409948,0.309628829049763,0.511347306078282,"1"
50,"Indiana Bat, CV = 0.8 ",2000,0.402010720708785,0.138286816780687,0.172643817094836,0.622263205465134,"1"
2.5,"Cetacean, CV = 0.2",2000,0.802326441585209,0.00537295769914887,0.793465712081212,0.811076874906215,"0.5"
2.5,"Cetacean, CV = 0.8 ",2000,0.886498336216299,0.00434759242463426,0.879189059799144,0.893235549096062,"0.5"
2.5,"Indiana Bat, CV = 0.2",2000,0.921826359803311,0.00613605559934805,0.91124528336975,0.931178445530725,"0.5"
2.5,"Indiana Bat, CV = 0.8 ",2000,0.97300590870246,0.00512782775208115,0.964029185366427,0.980169239125133,"0.5"
5,"Cetacean, CV = 0.2",2000,0.793025298393511,0.0057816454867557,0.783157410029561,0.802177163787758,"0.5"
5,"Cetacean, CV = 0.8 ",2000,0.875105394762285,0.00546415362512425,0.865920563124522,0.883580946573302,"0.5"
5,"Indiana Bat, CV = 0.2",2000,0.915869705633217,0.00673961849297042,0.904475610792747,0.926578398161777,"0.5"
5,"Indiana Bat, CV = 0.8 ",2000,0.965923983587522,0.00688136101122658,0.953803895117156,0.975639197735795,"0.5"
10,"Cetacean, CV = 0.2",2000,0.781235440076144,0.00628518477251392,0.770914870741136,0.791453006433047,"0.5"
10,"Cetacean, CV = 0.8 ",2000,0.857661295981092,0.00711882511643072,0.845609216262182,0.868775844685729,"0.5"
10,"Indiana Bat, CV = 0.2",2000,0.908976496216419,0.00731231366302267,0.896633880770053,0.920626924094973,"0.5"
10,"Indiana Bat, CV = 0.8 ",2000,0.955367394371264,0.00870924710180247,0.940007842106845,0.967755004036146,"0.5"
15,"Cetacean, CV = 0.2",2000,0.772353294368009,0.00657955285139167,0.761438859126468,0.782770108790552,"0.5"
15,"Cetacean, CV = 0.8 ",2000,0.842690691391726,0.00890299080732282,0.826991658478935,0.856002866679005,"0.5"
15,"Indiana Bat, CV = 0.2",2000,0.903389420786884,0.00780508223292842,0.89037957257739,0.91584488863908,"0.5"
15,"Indiana Bat, CV = 0.8 ",2000,0.946201863576815,0.0107351596088486,0.926355771060204,0.961022686015765,"0.5"
20,"Cetacean, CV = 0.2",2000,0.765300981372445,0.00694896196566281,0.753636733963295,0.776894367183434,"0.5"
20,"Cetacean, CV = 0.8 ",2000,0.827767257363145,0.0102903643966558,0.809790836204852,0.843096912877946,"0.5"
20,"Indiana Bat, CV = 0.2",2000,0.898663805545113,0.00790726476967731,0.884869935583329,0.911112778890594,"0.5"
20,"Indiana Bat, CV = 0.8 ",2000,0.937336579078126,0.0124117326077907,0.915601092285421,0.954732764408569,"0.5"
25,"Cetacean, CV = 0.2",2000,0.75911617282508,0.00742221744971148,0.7465795665801,0.770872231657243,"0.5"
25,"Cetacean, CV = 0.8 ",2000,0.813607327629538,0.0120793006181111,0.7919609286609,0.831833797649288,"0.5"
25,"Indiana Bat, CV = 0.2",2000,0.894483269781303,0.00819937126575633,0.880188104327887,0.907594663678078,"0.5"
25,"Indiana Bat, CV = 0.8 ",2000,0.92830388519991,0.0146278825724383,0.902434060242509,0.948191545404452,"0.5"
30,"Cetacean, CV = 0.2",2000,0.752956817699825,0.00764630622833442,0.74034066649042,0.765320198308891,"0.5"
30,"Cetacean, CV = 0.8 ",2000,0.799024329891081,0.0134699342079182,0.775360838367772,0.819984506790167,"0.5"
30,"Indiana Bat, CV = 0.2",2000,0.890953980038889,0.0084492421359279,0.876768228626843,0.904918744473156,"0.5"
30,"Indiana Bat, CV = 0.8 ",2000,0.919878242643177,0.0154213521302451,0.891082738957718,0.942153931037763,"0.5"
35,"Cetacean, CV = 0.2",2000,0.747569614569439,0.00784301014992712,0.734216668638198,0.760106946656764,"0.5"
35,"Cetacean, CV = 0.8 ",2000,0.783691607081284,0.0151888571568255,0.758840179880743,0.80777574208602,"0.5"
35,"Indiana Bat, CV = 0.2",2000,0.88722848280374,0.00880939568620829,0.872886438828923,0.901456399712725,"0.5"
35,"Indiana Bat, CV = 0.8 ",2000,0.910124326219165,0.017666157474502,0.877694145300492,0.934935630670025,"0.5"
40,"Cetacean, CV = 0.2",2000,0.741619834853471,0.00805522010041668,0.727976517018514,0.754619308979364,"0.5"
40,"Cetacean, CV = 0.8 ",2000,0.766987974116335,0.0173173585205006,0.736010110133209,0.793239497875933,"0.5"
40,"Indiana Bat, CV = 0.2",2000,0.88319119025983,0.00914645117864576,0.867903917582796,0.897191096558493,"0.5"
40,"Indiana Bat, CV = 0.8 ",2000,0.899646625954848,0.0193546124746769,0.865755273789421,0.927368305982179,"0.5"
45,"Cetacean, CV = 0.2",2000,0.736040611691269,0.00812368015423812,0.722589510301085,0.749286308718839,"0.5"
45,"Cetacean, CV = 0.8 ",2000,0.748309590280582,0.0192090252286498,0.714043400622865,0.777427586810169,"0.5"
45,"Indiana Bat, CV = 0.2",2000,0.879330879062195,0.00954594667646523,0.863247494385468,0.894685033864565,"0.5"
45,"Indiana Bat, CV = 0.8 ",2000,0.887063445544593,0.0213573354201448,0.847866358493889,0.917135931323331,"0.5"
50,"Cetacean, CV = 0.2",2000,0.730712727124183,0.00853501394824613,0.716713139416459,0.744528906274312,"0.5"
50,"Cetacean, CV = 0.8 ",2000,0.729146829207343,0.0205774487655599,0.693149671918403,0.760438195885067,"0.5"
50,"Indiana Bat, CV = 0.2",2000,0.875441972756373,0.00936996608902717,0.859667307497824,0.890473078058664,"0.5"
50,"Indiana Bat, CV = 0.8 ",2000,0.874070719716058,0.0242057098407046,0.831710380927919,0.908764459503044,"0.5"
